order_id,customer_id,order_date,month,order_value,order_status,order_channel,source
ORD357,CUST009,2026-03-22,Mar,2550,Completed,Takeaway,Referral
ORD358,CUST009,2026-03-22,Mar,3900,Completed,Dine-in,Walk-in
ORD359,CUST009,2026-03-22,Mar,2450,Completed,Takeaway,Zomato
ORD360,CUST007,2026-03-22,Mar,1950,Completed,Dine-in,Zomato
ORD361,CUST006,2026-03-22,Mar,700,Completed,Dine-in,Zomato
ORD362,CUST003,2026-03-23,Mar,1650,Cancelled,Dine-in,Instagram
ORD363,CUST004,2026-03-23,Mar,850,Completed,Dine-in,Walk-in
ORD364,CUST014,2026-03-24,Mar,2150,Completed,Dine-in,Zomato
ORD365,CUST008,2026-03-24,Mar,550,Completed,Dine-in,Referral
ORD366,CUST011,2026-03-24,Mar,550,Completed,Dine-in,Instagram
ORD367,CUST013,2026-03-24,Mar,750,Cancelled,Takeaway,Instagram
ORD368,CUST014,2026-03-24,Mar,2100,Cancelled,Takeaway,Walk-in
ORD369,CUST007,2026-03-25,Mar,1150,Completed,Dine-in,Referral
ORD370,CUST006,2026-03-25,Mar,700,Completed,Dine-in,Instagram
ORD371,CUST003,2026-03-25,Mar,1600,Completed,Takeaway,Swiggy
ORD372,CUST009,2026-03-26,Mar,1800,Completed,Takeaway,Walk-in
ORD373,CUST005,2026-03-26,Mar,1100,Completed,Takeaway,Swiggy
ORD374,CUST009,2026-03-26,Mar,1850,Completed,Dine-in,Walk-in
ORD375,CUST010,2026-03-27,Mar,950,Completed,Dine-in,Instagram
ORD376,CUST001,2026-03-28,Mar,1550,Completed,Dine-in,Zomato
ORD377,CUST008,2026-03-28,Mar,900,Completed,Takeaway,Swiggy
ORD378,CUST006,2026-03-28,Mar,550,Completed,Dine-in,Instagram
ORD379,CUST004,2026-03-28,Mar,300,Completed,Dine-in,Walk-in
ORD380,CUST008,2026-03-28,Mar,450,Completed,Dine-in,Walk-in
ORD381,CUST011,2026-03-28,Mar,350,Completed,Dine-in,Instagram
ORD382,CUST009,2026-03-29,Mar,2700,Completed,Dine-in,Instagram
ORD383,CUST003,2026-03-29,Mar,2400,Completed,Dine-in,Instagram
ORD384,CUST005,2026-03-29,Mar,2650,Completed,Takeaway,Instagram
ORD385,CUST008,2026-03-29,Mar,550,Completed,Dine-in,Walk-in
ORD386,CUST007,2026-03-29,Mar,800,Completed,Dine-in,Instagram
ORD387,CUST009,2026-03-29,Mar,1850,Completed,Dine-in,Instagram
ORD388,CUST005,2026-03-29,Mar,2600,Cancelled,Dine-in,Instagram
ORD389,CUST008,2026-03-29,Mar,500,Completed,Dine-in,Walk-in
ORD390,CUST010,2026-03-29,Mar,1050,Completed,Dine-in,Walk-in
ORD391,CUST008,2026-03-30,Mar,500,Completed,Dine-in,Instagram
ORD392,CUST007,2026-03-31,Mar,500,Completed,Dine-in,Walk-in
ORD393,CUST001,2026-03-31,Mar,500,Completed,Dine-in,Referral
ORD394,CUST007,2026-03-31,Mar,900,Completed,Dine-in,Walk-in
